49000,18000
0,0
1,25
2,0
3,0
4,0
5,0
6,2
7,1
8,3
9,4
10,4
11,4
12,6
13,7
14,7
15,7
16,10
17,9
18,9
19,9
20,11
21,10
22,13
23,12
24,13
25,12
26,14
27,13
28,14
29,14
30,14
31,14
32,16
33,17
34,2
