49000,18000
0,0
1,134.68013468013473
2,62.89308176100638
3,60.88280060882818
4,66.11570247933884
5,84.56659619450285
6,67.00167504187625
7,113.63636363636422
8,86.58008658008522
9,118.34319526627473
10,107.81671159030073
11,115.27377521613592
12,117.6470588235294
13,120.12012012011618
14,120.84592145015637
15,120.48192771084074
16,119.40298507462687
17,121.21212121212122
18,123.07692307692308
19,122.69938650307296
20,121.95121951219782
21,142.34875444840594
22,122.69938650307296
23,116.61807580175174
24,127.388535031856
25,122.32415902141761
26,132.8903654485114
27,120.48192771084074
28,124.22360248445521
29,134.6801346801479
30,135.13513513510856
31,136.51877133104446
32,134.6801346801149
33,136.51877133107837
34,136.05442176870073
35,136.05442176870073
36,137.4570446735464
37,140.84507042252798
38,136.98630136987666
39,136.98630136984252
40,137.93103448275863
41,136.98630136987666
42,140.35087719298247
43,140.84507042252798
44,140.35087719298247
45,139.8601398601114
46,140.35087719298247
47,141.8439716311837
48,141.8439716312203
49,141.8439716312203
50,141.3427561837674
