56000,19500
0,0
1,78.27788649706471
2,77.8210116731523
3,77.66990291262135
4,77.8210116731523
5,77.369439071567
6,77.369439071567
7,77.22007722007694
8,77.07129094412386
9,76.92307692307692
10,76.77543186180637
11,76.77543186180368
12,76.62835249042038
13,76.48183556405193
14,76.3358778625986
15,76.3358778625933
16,76.19047619047619
17,76.04562737642796
18,75.90132827324898
19,75.7575757575768
20,75.75757575757159
21,82.64462809917107
22,82.13552361396795
23,81.96721311475532
24,82.13552361396795
25,81.79959100204256
26,81.63265306122449
27,81.4663951120187
28,81.63265306122449
29,81.4663951120187
30,81.4663951120187
31,81.4663951120187
32,81.13590263691205
33,81.13590263691205
34,81.13590263691205
35,81.13590263692402
36,80.97165991902595
37,80.97165991902595
38,80.97165991902595
39,80.97165991902595
40,80.8080808080808
41,80.8080808080808
42,80.64516129032495
43,80.64516129031311
44,80.64516129032495
45,80.48289738429877
46,80.48289738429877
47,80.32128514055755
48,80.32128514055755
49,80.32128514055755
50,80.16032064128022
